building_idx,timestamp,order_value,lat,lon,method
10189,2025-12-07 03:53:15,9534.35,21.078340472118175,72.64119810671602,combined
10189,2025-12-07 04:49:37,12885.07,21.07838445445733,72.64117149304873,combined
10189,2025-12-07 10:51:20,8829.02,21.07834165126224,72.6411115475415,combined
10189,2025-12-07 10:09:28,17089.42,21.07833824578585,72.64115042467438,combined
10189,2025-12-07 09:10:50,14484.24,21.078322664505947,72.64110842520259,combined
19279,2025-12-07 23:16:41,18717.49,21.198386389373272,72.78636655683815,combined
24710,2025-12-07 17:57:08,23218.6,21.21586745239863,72.78315467340245,combined
25238,2025-12-07 23:50:30,17382.82,21.24753305091612,72.84736846513651,combined
22506,2025-12-07 22:03:07,12550.49,21.241128620672395,72.85016026211811,combined
9509,2025-12-07 12:40:42,18036.17,21.231920765180163,72.85867952885008,combined
9509,2025-12-07 12:30:05,20557.49,21.231838031312506,72.85874140228005,combined
35508,2025-12-07 10:52:55,8258.01,21.47733260661328,72.96949906615566,combined
2638,2025-12-07 13:12:58,12865.81,21.18756562914038,72.85787364680297,combined
11508,2025-12-07 22:44:17,9851.96,21.167426580515897,72.80815860501849,combined
17995,2025-12-07 13:48:16,11846.74,21.195757865426852,72.81864302042572,combined
14508,2025-12-07 01:59:25,16993.98,21.18542503115587,72.81676561769682,combined
14508,2025-12-07 22:15:35,16678.26,21.185384527586756,72.81680642734604,combined
10201,2025-12-07 03:06:47,14083.72,21.078542279128342,72.64131931181757,combined
10201,2025-12-07 09:52:39,14150.18,21.07852087693529,72.64138281907087,combined
10201,2025-12-07 16:19:40,17529.86,21.078526218550998,72.64133848264854,combined
10201,2025-12-07 01:51:26,25969.79,21.078521761405568,72.64129804012069,combined
10201,2025-12-07 11:48:36,18259.45,21.078492771588554,72.6413518911254,combined
17823,2025-12-07 16:10:28,23131.47,21.193388006696036,72.82258356271035,combined
17823,2025-12-07 17:41:07,13041.61,21.19340659348506,72.82256780137227,combined
17823,2025-12-07 03:46:58,15937.93,21.193413573781193,72.82265224000317,combined
17823,2025-12-07 07:18:36,16095.64,21.193429996930135,72.8225639314608,combined
3155,2025-12-07 15:07:40,15850.94,21.18852086153091,72.85881417320016,combined
6736,2025-12-07 09:28:42,15962.11,21.228276456253507,72.91058201620417,combined
6736,2025-12-07 07:21:07,15556.96,21.22841265294313,72.91067302222389,combined
6736,2025-12-07 02:54:52,10987.11,21.228464034201046,72.91067526884916,combined
6736,2025-12-07 18:57:32,15669.98,21.22837228798694,72.91060247667785,combined
19823,2025-12-07 08:27:03,22763.82,21.206070684545452,72.78300076577636,combined
30204,2025-12-07 18:28:39,7677.78,21.24171242588068,72.85726505096731,combined
12932,2025-12-07 19:24:47,21318.15,21.185126230748033,72.83864568858236,combined
18059,2025-12-07 21:38:08,10202.92,21.196960254366303,72.794101751649,combined
18059,2025-12-07 11:55:43,24858.68,21.19700264326815,72.79419043203495,combined
18059,2025-12-07 19:01:07,15568.3,21.196973482762758,72.79409288303141,combined
33588,2025-12-07 14:59:56,14524.32,21.266190322081517,72.94340082231601,combined
6367,2025-12-07 05:13:54,13189.41,21.225250465900473,72.8916162700102,combined
6367,2025-12-07 01:11:20,19279.49,21.225258655090617,72.89165728743585,combined
24501,2025-12-07 17:11:56,12579.72,21.218533402282425,72.78264971230988,combined
21956,2025-12-07 04:21:47,9566.14,21.212385006235085,72.82856882258588,combined
21658,2025-12-07 21:25:16,14705.1,21.20146764745851,72.85052627972648,combined
21658,2025-12-07 16:31:28,16496.42,21.20140711056033,72.85053072219107,combined
21658,2025-12-07 13:04:05,11843.84,21.201450412515122,72.85054670631612,combined
10959,2025-12-07 01:49:32,19628.48,21.13303448560752,72.6518078273466,combined
1640,2025-12-07 16:32:47,10476.02,21.181076226142793,72.87496644744222,combined
1640,2025-12-07 01:46:45,12818.22,21.181020086035304,72.87513546479863,combined
1640,2025-12-07 15:38:03,15413.34,21.181049536117495,72.87499445837403,combined
1640,2025-12-07 02:40:24,18887.11,21.18086395435484,72.87522557689971,combined
7468,2025-12-07 23:38:04,14759.1,21.234329047086582,72.85693109796048,combined
8340,2025-12-07 14:31:39,17983.52,21.226987235629423,72.8888869461118,combined
8340,2025-12-07 00:34:22,20693.44,21.226919986244873,72.88885615310527,combined
1794,2025-12-07 14:44:57,14539.43,21.18628839470595,72.85909332408903,combined
896,2025-12-07 04:45:33,10280.8,21.19148177298239,72.8881608785925,combined
96,2025-12-07 20:10:15,19865.23,21.091011613119484,73.10515304732859,combined
24479,2025-12-07 15:13:21,25452.15,21.218380892284795,72.78168593839894,combined
18114,2025-12-07 06:59:52,15703.17,21.196174610907363,72.82035002233373,combined
18114,2025-12-07 18:03:26,8149.37,21.19618884495278,72.82031497437315,combined
6969,2025-12-07 19:49:52,23644.53,21.229235032668463,72.89494556411032,combined
6969,2025-12-07 23:02:41,18886.96,21.22921679478469,72.89494348064578,combined
6969,2025-12-07 21:12:52,14964.38,21.2291937597522,72.89489025172075,combined
25844,2025-12-07 10:17:41,10833.22,21.251311883509487,72.84732272893534,combined
14337,2025-12-07 01:47:23,12450.05,21.184080298776212,72.81658165234124,combined
20501,2025-12-07 07:03:17,15206.98,21.21092054386847,72.77973064503476,combined
20501,2025-12-07 22:55:52,17565.57,21.210894389204906,72.77963637968956,combined
12387,2025-12-07 06:32:54,14686.91,21.18317225660016,72.82877413345527,combined
3673,2025-12-07 08:16:27,15219.48,21.189989354609793,72.86137190845287,combined
24639,2025-12-07 11:09:18,7211.01,21.241304804479636,72.77805411432415,combined
4985,2025-12-07 15:42:31,19354.91,21.22120929188346,72.87877177593181,combined
21693,2025-12-07 03:18:27,18024.47,21.212718662909126,72.85025574028134,combined
21693,2025-12-07 12:40:23,17060.88,21.21264885166371,72.85041173885314,combined
27774,2025-12-07 07:03:16,10359.13,21.23698704976161,72.80476888666662,combined
3578,2025-12-07 04:26:57,9334.96,21.189722364005082,72.86332985103445,combined
29599,2025-12-07 18:59:21,50.0,21.241352685835846,72.85563145469592,combined
27566,2025-12-07 00:14:20,7108.3,21.215159409625098,72.79852639326974,combined
17795,2025-12-07 18:17:12,16890.36,21.195102981151344,72.78931092929629,combined
1616,2025-12-07 22:53:54,18735.23,21.179386705838073,72.87537449010586,combined
1616,2025-12-07 17:33:27,9246.73,21.179576897113737,72.8753337437709,combined
1616,2025-12-07 16:33:30,19677.68,21.17939313251916,72.87532844633562,combined
1616,2025-12-07 16:47:51,6427.62,21.17948150950434,72.87534033438344,combined
1616,2025-12-07 00:29:45,6814.51,21.179431864300366,72.87534797106686,combined
16812,2025-12-07 01:30:02,12596.19,21.19571859135113,72.78400793150986,combined
14105,2025-12-07 23:06:33,23294.19,21.182355054701283,72.82358038214655,combined
14105,2025-12-07 05:16:27,8336.33,21.182405001258125,72.82354802043783,combined
10496,2025-12-07 15:15:51,9925.0,21.104304131455866,72.72286702565269,combined
40,2025-12-07 18:25:42,12699.87,21.090768071352745,72.9907262650774,combined
12441,2025-12-07 06:52:51,13728.1,21.18332351507321,72.83527996129891,combined
12885,2025-12-07 09:54:14,11792.0,21.185674455774354,72.83303205427977,combined
10183,2025-12-07 12:31:44,21952.41,21.078188288384748,72.64247570820194,combined
10183,2025-12-07 05:25:09,15743.31,21.078254767586618,72.64251155470687,combined
10183,2025-12-07 01:39:56,10267.32,21.07814910211486,72.64251874968083,combined
10183,2025-12-07 00:38:54,22510.93,21.07813886787034,72.6425392352655,combined
10183,2025-12-07 10:51:24,27000.32,21.078209422865307,72.6425334643125,combined
20090,2025-12-07 01:20:04,15984.92,21.211924744197002,72.77594788081953,combined
11511,2025-12-07 18:31:05,10515.95,21.169178184172672,72.8147827834737,combined
11511,2025-12-07 19:20:21,17954.62,21.16930995153179,72.81488757050118,combined
24023,2025-12-07 11:35:24,2483.12,21.213267199579082,72.78272978457115,combined
843,2025-12-07 10:33:41,22586.34,21.190622377989257,72.89904554159997,combined
5346,2025-12-07 16:58:57,15632.18,21.21627557498433,72.8694000271466,combined
8022,2025-12-07 11:12:54,14974.86,21.2248509536813,72.8880609929516,combined
21002,2025-12-07 22:49:34,12281.53,21.18647296387112,72.84385323515224,combined
21002,2025-12-07 14:54:56,9006.93,21.186753401837,72.84383749606489,combined
21002,2025-12-07 08:06:29,6683.13,21.18658541745598,72.84390072364982,combined
21002,2025-12-07 01:06:26,13407.1,21.186801973319632,72.84381815242604,combined
17233,2025-12-07 20:34:08,21733.72,21.190177839732886,72.81893597597403,combined
17233,2025-12-07 22:12:05,16838.31,21.1901966046246,72.81892533977403,combined
17233,2025-12-07 00:37:59,11034.75,21.19020940437174,72.8188758836179,combined
21481,2025-12-07 01:02:58,8590.04,21.198418511378662,72.82773273484891,combined
2299,2025-12-07 13:33:58,24901.99,21.188617512261068,72.85398478499515,combined
9614,2025-12-07 20:39:10,20561.66,21.233511834057218,72.86682552597767,combined
9614,2025-12-07 16:29:56,11059.03,21.23360957981454,72.8666733033275,combined
30729,2025-12-07 10:56:41,22093.12,21.243540444579054,72.85896331131904,combined
14861,2025-12-07 03:07:01,13503.18,21.187054356888886,72.79265640710676,combined
25916,2025-12-07 03:21:39,12091.79,21.251979431925246,72.8480186631066,combined
16975,2025-12-07 18:32:44,23490.73,21.196707776829026,72.7886110446776,combined
33377,2025-12-07 03:48:07,13894.99,21.254455799200862,72.98166896046932,combined
31047,2025-12-07 13:59:46,16379.89,21.242795805847745,72.85775761600226,combined
27174,2025-12-07 23:37:04,10336.46,21.19975287477593,72.82803993478308,combined
27174,2025-12-07 11:52:09,6018.74,21.199786053028085,72.82806457655188,combined
6164,2025-12-07 21:36:34,18642.47,21.223559659309295,72.88576011779604,combined
12490,2025-12-07 21:21:46,15836.6,21.183439415718805,72.82930713649014,combined
23842,2025-12-07 14:01:43,13396.3,21.24558092726962,72.84845647399192,combined
24460,2025-12-07 00:44:25,19447.32,21.21830315915606,72.78224357365538,combined
5288,2025-12-07 12:50:23,9086.83,21.21605215,72.86827809775946,combined
2980,2025-12-07 21:33:44,9376.47,21.233123419488084,72.85113770743274,combined
6422,2025-12-07 13:01:20,18276.03,21.22567847570754,72.89344934240577,combined
16297,2025-12-07 07:57:58,1251.34,21.193303122153647,72.7895159368835,combined
734,2025-12-07 18:50:14,5687.33,21.18511562831597,72.8806892256751,combined
7586,2025-12-07 05:06:33,16090.34,21.235915676698404,72.85325434010879,combined
33070,2025-12-07 15:57:22,15117.61,21.247045005589538,72.91772865710652,combined
29024,2025-12-07 21:18:54,13995.7,21.239815039279428,72.85296991486537,combined
21617,2025-12-07 17:31:19,16997.25,21.18685135,72.8498153934163,combined
21617,2025-12-07 14:57:52,11680.25,21.186752886346092,72.84975370268519,combined
5925,2025-12-07 23:31:41,15097.55,21.22013917762698,72.87504543654413,combined
5925,2025-12-07 08:52:47,12335.88,21.220155080284933,72.87504699157473,combined
5925,2025-12-07 04:39:33,5830.02,21.22012648789083,72.87505135736356,combined
5925,2025-12-07 14:18:58,6703.31,21.22020570476068,72.87508641260149,combined
17190,2025-12-07 19:54:24,18132.87,21.19173839610852,72.8179767434437,combined
17190,2025-12-07 21:29:55,15964.88,21.19176212069933,72.81797660924467,combined
32991,2025-12-07 18:46:42,8771.75,21.237245210987567,72.91188295963313,combined
32991,2025-12-07 19:50:07,11681.98,21.23719900922446,72.91183954119789,combined
5343,2025-12-07 02:48:19,15403.6,21.21625674939739,72.86913633732301,combined
33091,2025-12-07 17:54:45,26004.74,21.249346522528572,72.92162159187068,combined
34787,2025-12-07 01:01:56,22516.8,21.32141921025619,72.99381931944032,combined
33748,2025-12-07 11:34:21,14162.13,21.244145898740403,72.88694404684983,combined
33748,2025-12-07 09:27:29,16506.16,21.244048228321205,72.88694507030449,combined
33748,2025-12-07 01:27:49,21371.63,21.244119829077285,72.88680244598969,combined
5325,2025-12-07 00:05:15,22245.08,21.21617270522778,72.86801990316557,combined
5658,2025-12-07 16:35:02,10905.93,21.218515819281265,72.87177348629464,combined
14171,2025-12-07 08:55:04,15435.02,21.18260814756954,72.8210966628006,combined
14171,2025-12-07 13:51:14,16542.4,21.1826550918392,72.8210938267545,combined
14171,2025-12-07 15:35:21,17114.56,21.182642877890398,72.82106610406726,combined
14171,2025-12-07 11:56:24,19656.78,21.182612204948473,72.82103038887519,combined
14171,2025-12-07 02:02:43,15589.14,21.18270260112195,72.82108040743516,combined
15694,2025-12-07 15:42:37,12940.04,21.190244690098694,72.82487415652722,combined
15694,2025-12-07 15:04:46,9598.23,21.190367611461372,72.82490024232231,combined
18104,2025-12-07 16:48:35,2831.13,21.196042819574814,72.8218090913603,combined
33043,2025-12-07 11:23:13,21341.64,21.24033754083354,72.910666613003,combined
19241,2025-12-07 07:18:21,21625.61,21.197831259679333,72.78585552658124,combined
6024,2025-12-07 09:44:56,3142.68,21.221587250698306,72.88069773085995,combined
22667,2025-12-07 16:17:17,10391.72,21.242569878060923,72.84746700210485,combined
19618,2025-12-07 12:09:45,14369.15,21.20077212512911,72.78452895597195,combined
28898,2025-12-07 20:43:28,17742.77,21.23938275859405,72.85510654363014,combined
10017,2025-12-07 21:17:58,5638.22,21.074437802567317,72.6408195403254,combined
10017,2025-12-07 14:41:05,13137.8,21.074491947671078,72.64085735853752,combined
10017,2025-12-07 17:19:49,12786.77,21.074491168705034,72.64080204823962,combined
10017,2025-12-07 01:25:31,3285.45,21.074548378741397,72.64082453417095,combined
10017,2025-12-07 14:56:05,9771.83,21.07442430546501,72.6408358681904,combined
2791,2025-12-07 00:27:37,22033.43,21.206837673716045,72.8532308034504,combined
2791,2025-12-07 08:31:56,17709.04,21.20673127328476,72.85319426285855,combined
2791,2025-12-07 06:32:05,17483.28,21.206756439229643,72.85324129905116,combined
1670,2025-12-07 19:50:23,9986.14,21.187904593722468,72.8766857764081,combined
10018,2025-12-07 09:47:46,22048.5,21.074485012665992,72.64122002567805,combined
10018,2025-12-07 20:56:14,8129.57,21.074537398843862,72.64116946527304,combined
10018,2025-12-07 00:36:51,22213.6,21.074510310603724,72.64120605630092,combined
10018,2025-12-07 20:02:09,12227.5,21.074504365156244,72.64118694838308,combined
10018,2025-12-07 20:06:03,10582.97,21.074550713236434,72.64117345312488,combined
4984,2025-12-07 22:10:27,9704.18,21.22119383187941,72.8796734109821,combined
4984,2025-12-07 04:59:26,12651.2,21.221177876699194,72.87960813025265,combined
4984,2025-12-07 21:38:23,15376.12,21.22114543677715,72.8796448416703,combined
9591,2025-12-07 20:24:59,13602.98,21.235076193553656,72.85830689132429,combined
15159,2025-12-07 21:29:57,13967.2,21.188356279063118,72.81676841070609,combined
30557,2025-12-07 00:06:00,20032.67,21.243308050059817,72.8761281214037,combined
6354,2025-12-07 23:16:24,17812.48,21.2252346401573,72.90793666241497,combined
8094,2025-12-07 17:05:11,10061.61,21.23590233607387,72.88260034757555,combined
24446,2025-12-07 05:24:06,23261.91,21.218210759854895,72.78216448831921,combined
4569,2025-12-07 02:37:37,14053.11,21.214766398825827,72.88236443903534,combined
4569,2025-12-07 14:51:31,21945.55,21.214811037056688,72.88226453728916,combined
4932,2025-12-07 12:40:41,8731.29,21.22048456956332,72.87867651620185,combined
11895,2025-12-07 03:38:15,20977.82,21.181273915905038,72.8305155552004,combined
3725,2025-12-07 16:09:33,8870.01,21.19003861597166,72.86307499678122,combined
22959,2025-12-07 08:42:25,22104.86,21.24359655681965,72.84626488053716,combined
21148,2025-12-07 16:17:23,14881.66,21.190704845744865,72.82800566481636,combined
9641,2025-12-07 01:25:06,16189.09,21.23380131134257,72.86696987762049,combined
9641,2025-12-07 10:50:59,4912.09,21.233902386729657,72.86700656514046,combined
15071,2025-12-07 23:25:57,14355.33,21.188313478050834,72.81840001241949,combined
24265,2025-12-07 09:42:04,11580.64,21.217451787573726,72.78182877393822,combined
5306,2025-12-07 21:34:55,14132.19,21.216137682627004,72.87033676555636,combined
29720,2025-12-07 00:46:40,13695.73,21.24213027465099,72.85568405612769,combined
1710,2025-12-07 04:30:37,13580.7,21.1851153779003,72.86025204504288,combined
16050,2025-12-07 17:29:13,16860.39,21.191431729166005,72.78122092811496,combined
16050,2025-12-07 00:25:21,17213.98,21.1915027018922,72.78122650581743,combined
8132,2025-12-07 11:44:30,15709.02,21.230344906035263,72.89649458339636,combined
14118,2025-12-07 13:34:53,6702.86,21.182407369761687,72.82072305569145,combined
14118,2025-12-07 04:26:49,10186.44,21.18234670246689,72.82073117525162,combined
14118,2025-12-07 13:28:49,9658.43,21.182450222140787,72.82074547159043,combined
15617,2025-12-07 21:58:58,23636.23,21.188813059764378,72.81940101934572,combined
21734,2025-12-07 07:55:42,19450.64,21.20219377102399,72.82968318167741,combined
21734,2025-12-07 15:04:11,15313.32,21.202203807813305,72.82962835735808,combined
21734,2025-12-07 22:42:39,18903.67,21.202210663385735,72.82970890738721,combined
7040,2025-12-07 08:06:42,24295.12,21.233054518403126,72.85013243612273,combined
14505,2025-12-07 06:19:18,20577.4,21.185338244043443,72.81647448642651,combined
928,2025-12-07 17:58:22,11293.18,21.188833451430504,72.87686887220518,combined
928,2025-12-07 18:46:06,27691.3,21.188891266980594,72.87667742754259,combined
928,2025-12-07 04:43:05,12502.6,21.18880585199463,72.87691014745397,combined
14177,2025-12-07 23:26:59,50.0,21.182755114192428,72.82167099198573,combined
1487,2025-12-07 01:08:39,10218.1,21.185568554803517,72.86782003424393,combined
12539,2025-12-07 04:07:31,12788.72,21.183747964415424,72.82999985151403,combined
32811,2025-12-07 13:02:40,11827.23,21.24246663454818,72.90549765231584,combined
